1008, 1470, 1313, 1560, 1840, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, 1560, -1, 
-1, -1, -1, 1363, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, 1313, -1, -1, 
-1, -1, 1308, -1, -1, 
-1, -1, 1304, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, 1304, -1, -1, 
-1, -1, 1321, -1, -1, 
-1, -1, 1321, -1, -1, 
-1, -1, 1325, -1, -1, 
-1, -1, 1329, -1, -1, 
-1, -1, 1332, -1, -1, 
-1, -1, 1336, -1, -1, 
-1, -1, 1340, -1, -1, 
-1, -1, 1344, -1, -1, 
-1, -1, 1347, -1, -1, 
-1, -1, 1351, -1, -1, 
-1, 1470, 1355, -1, -1, 
-1, 1474, 1360, -1, -1, 
-1, 1478, 1364, -1, -1, 
-1, -1, 1369, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, -1, -1, -1, -1, 
-1, 1478, -1, -1, -1, 
-1, 1482, -1, -1, -1, 
-1, 1485, -1, -1, -1, 
-1, 1489, -1, 1363, -1, 
